Input.Number	Input.Sentence	Answer.detect	Answer.detect_agg
6001	england 's sanction ' prevention of trade with colonial supplies , even as britain garnered those resources from britain colonies , broke the stalemate and lead	['Relation', 'Relation', 'Relation']	Relation
6002	sanctions intend on preventing human rights crisis	['NoRelation', 'NoRelation', 'Relation']	NoRelation
6005	sanctions not only fail to prevent the possession of wmd 's	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
6010	the death penalty would not have prevented some criminals	['Relation', 'Relation', 'NoRelation']	Relation
6014	sanctions should be used to achieve political compliance because sanctions will not stray from there ideologies because a officials ask sanctions too economic sanctions act as a first step along with other types of sanctions to prevent war because that would be what was next	['NoisySentence', 'NoisySentence', 'Relation']	NoisySentence
6020	sanctions are prevention of movement	['Relation', 'Relation', 'Relation']	Relation
6027	the death penalty does n't prevent others	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6028	the death penalty does not deter people , the reason for the death penalty is to prevent people	['Relation', 'NoisySentence', 'Relation']	Relation
6033	a crime could prevent a guilty person of being executed	['Relation', 'Relation', 'Relation']	Relation
6034	the death penalty is certainly a plus point for the death penalty 's absolute prevention against recidivism in terms of practical value	['Relation', 'Relation', 'Relation']	Relation
6035	the death penalty is just as effective a means of preventing re offending is bound to make mistakes	['Relation', 'Relation', 'Relation']	Relation
6039	the death penalty is the only surefire , efficient way to prevent that the person	['NoisySentence', 'NoRelation', 'NoisySentence']	NoisySentence
6042	sanctions are preventing free trade , as was well established by the work of milton friedman	['Relation', 'Relation', 'Relation']	Relation
6043	the death penalty models the behavior the death penalty seeks to prevent	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
6044	the death penalty models the very behavior the death penalty seeks to prevent	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
6054	execution methods : there are significant problems with the five methods currently used to execute people ( lethal injection , electrocution , firing squad , hanging and the gas chamber ) , all of which violate the constitutional ban on cruel and unusual punishment [ 9 ] in closingthe death penalty in the past has thought to deter crime and prevent murders from happening	['Relation', 'Relation', 'NoRelation']	Relation
6055	execution is the only way to prevent this particular murderer from killing again '' that	['Relation', 'Relation', 'Relation']	Relation
6056	no one would imagine that enforcing tough legal sanctions on people with a chronic condition such as heart disease could help address that illness causes , or help prevent the in others	['Relation', 'NoisySentence', 'Relation']	Relation
6058	opponents of the cuba embargo say the sanctions harm cuban citizens , and prevent opportunities to promote change and democracy	['Relation', 'Relation', 'Relation']	Relation
6064	looks like i used the word is mods shoudl work to prevent and sanction personal attacks	['Relation', 'Relation', 'NoRelation']	Relation
6069	( the ideal government is the most vital and pivotal reason for the death penalty 1 , and i will build i case on the ideal government ) to prevent other citizens	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
6070	family and i know i wouldnt want that and having the death penalty would prevent this	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
6076	me is to point out that just as reforms can be made to the death penalty to prevent wrongful convictions or execution , reforms can be made to lwop to ensure no possibility of recidivism for those	['Relation', 'Relation', 'NoRelation']	Relation
6078	the united states ' moves in to prevent the sale of its sovereign material to the nation rumored to be building a bomb and slaps on economic sanctions for both countries for good measure	['Relation', 'Relation', 'Relation']	Relation
6080	( other studies have estimated the deterred murders per execution at three , five and 14 ) : for every years cut from time , one murder would be prevented	['Relation', 'Relation', 'Relation']	Relation
6081	no body has the power to prevent it from executing a tyrannical motion	['NoRelation', 'NoRelation', 'Relation']	NoRelation
6088	oliver wendell holmes said , the ruling is better for all the world , if instead of waiting to execute degenerate offspring for crime , or to let them starve for thems ' imbecility , society can prevent those	['NoRelation', 'NoisySentence', 'NoisySentence']	NoisySentence
6093	one execution was roughly equalivlent to preventing a total of 3 murders	['Relation', 'Relation', 'Relation']	Relation
6097	only 18 homicides are prevented yearly because the death penalty	['Relation', 'Relation', 'Relation']	Relation
6101	> every execution prevents 8 murders	['Relation', 'Relation', 'Relation']	Relation
6104	implementing death penalty would not be able to prevent heat of even some premeditated crimes	['NoRelation', 'Relation', 'NoRelation']	NoRelation
6105	implementing death penalty would not be able to prevent heat of the moment murders	['Relation', 'NoRelation', 'NoRelation']	NoRelation
6106	the sanctions only prevented from creating a nuclear weapons	['NoRelation', 'Relation', 'Relation']	Relation
6107	the sanctions used to prevent environmental damage were at a success rate of 92 % ( see drezner evidence )	['Relation', 'Relation', 'Relation']	Relation
6109	the separation of government ( executive , legislative , and judicial powers of government ) is necessary to prevent anyone from acting tyrannically	['Relation', 'Relation', 'Relation']	Relation
6110	every state has the death penalty unconscious , preventing lethal injections	['NoisySentence', 'NoisySentence', 'NoRelation']	NoisySentence
6116	the stated goals of bringing osama bin laden and al qaeda to justice and preventing the emergence of other terrorist networks would be accomplished by means including economic and military sanctions against states	['NoRelation', 'NoRelation', 'Relation']	NoRelation
6117	the sever death penalty in china and the tough gun control prevents death	['Relation', 'Relation', 'Relation']	Relation
6127	the reason for your supporting the death penalty is to protect the lives of the innocent and prevent their murder	['Relation', 'Relation', 'Relation']	Relation
6128	therefore economic sanctions are necessary to prevent complete economic collapse in the labor force	['Relation', 'Relation', 'Relation']	Relation
6129	the only morally justifiable action is to execute violent , pathological rapists both to prevent the future harm , and to reduce the burden	['Relation', 'Relation', 'Relation']	Relation
6133	for instance , would your execute an innocent man to prevent a crowd from rioting , potentially killing others	['Relation', 'NoRelation', 'Relation']	Relation
6136	my support for the death penalty ( and all punishments ) is based on preventing future crime , not responding to past crime	['Relation', 'Relation', 'Relation']	Relation
6141	fear of the death penalty is what makes the death penalty effective in preventing crime ''	['Relation', 'Relation', 'Relation']	Relation
6142	legal procedures were sufficient to prevent an innocent person from being executed	['Relation', 'Relation', 'Relation']	Relation
6143	the quality of life is hoped to be increased by preventing the downgrade of the quality of life by economic sanctions	['Relation', 'Relation', 'Relation']	Relation
6178	this is to abort the unborn fetus itself i am for the option for women to have the choice to abort it or not to spare them the sort of empty life them will lead , putting the weight of them on the backs of those who need to take care of them	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6192	abortions lead to depression almost always so women is we even end a babies life because the 4th woman rarely ever let 's go of a aborted baby that easily	['Relation', 'Relation', 'Relation']	Relation
6211	while pro life advocates have hoped the abortion provider about her legal rights would reduce abortion and contain complex language designed to confuse women , and attempts to personify a fetus	['Relation', 'Relation', 'Relation']	Relation
6238	since the unborn depending upon the mother 's body for survival is so crucial for denying the woman 's 's life rights , would you change you stance on abortion when artificial womb technology becomes a reality	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
6242	a pregnant woman should be able to have an abortion in the embryonic period in order to prevent another person being bought into the world to about the right to life the very least	['Relation', 'Relation', 'Relation']	Relation
6245	undue restrictions on abortion infringe upon a woman 's autonomy to determine ruth bader ginsburg 's life 's course , and thus to enjoy equal citizenship stature	['Relation', 'Relation', 'Relation']	Relation
6246	undue restrictions on abortion infringe upon a woman 's autonomy to determine june 29 , 1992 ] ruth bader ginsburg 's life 's course , and thus to enjoy equal citizenship stature	['NoisySentence', 'Relation', 'NoisySentence']	NoisySentence
6252	bernard nathanson , former abortion doctor turned pro life , in bernard nathanson , former abortion doctor 's book aborting america , 1979 fewer women would have abortions if wombs had windows	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
6266	a religion would make more sense to blame a religion on the nurses , because irish law even states that if the woman 's life is in danger , the baby may be aborted	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
6273	undue restrictions on abortion infringe upon a woman 's autonomy to determine 8 ] ruth bader ginsburg 's life 's course , and thus to enjoy equal citizenship stature	['Relation', 'Relation', 'Relation']	Relation
6292	women will begin to resort to unsafe potentially life threatening methods of abortion	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6313	not letting women decide to have an abortion is in some cases taking away rape victims and mother of unwanted childrens ' right to life	['Relation', 'Relation', 'NoRelation']	Relation
6324	the state can try to dissuade women ( using non coercive means ) from having an abortion in order to protect the life of the fetus	['NoRelation', 'NoRelation', 'Relation']	NoRelation
6331	legalization of abortion did not save almost any women 's lives ''	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6335	*** abortion laws are unconstitutional because *** abortion laws limit freedom and take lives of unhealthy women	['Relation', 'Relation', 'Relation']	Relation
6339	abortion is a procedure in which woman terminates the individual life inside woman 's ( see r2 )	['NoRelation', 'Relation', 'Relation']	Relation
6342	abortion is a woman 's right to terminate ' a life	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6349	abortion plays a critical role in how women can combat the subservient and dependent life style , and maintain womens ' independence	['NoRelation', 'Relation', 'Relation']	Relation
6356	even if the life of the mother is at risk , and an abortion must be performed in order to save the woman 's , an abortion is still resulting in the death of a human being	['Relation', 'NoRelation', 'Relation']	Relation
6357	why is a women going to risk her life in liberia to have an abortion when a womens ' is such a high mortality rate due to the increasing unsafe abortions	['Relation', 'Relation', 'NoRelation']	Relation
6383	abortion was legal in chile only to save a woman 's life ''	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6388	we save the us economy	['Relation', 'NoRelation', 'NoisySentence']	NoAgreement
6391	this is to spook the consumers and have the consumers start saving their money instead of spending the economy stimulus hurting the economy	['NoisySentence', 'Relation', 'Relation']	Relation
6398	this is to save irresponsible countries and the world economy	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6403	the government 's priority when bailing out the banks was to save the economy	['Relation', 'NoRelation', 'Relation']	Relation
6406	slaying they will not only help we gain money , but also help those slaying off the mentally ill we can save billions of dollars and re invest billions of dollars into a better economy to help billions of dollars thrive	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
6422	the way to save the economy is to increase revenue , not cut spending	['Relation', 'Relation', 'Relation']	Relation
6429	the gov would have to spend money to save the economy	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6434	prime example : world war ii , after the economic collapse of the fdr initiated the fdr 's new deal programs , which helped the us economy , but what really saved us was war	['Relation', 'NoisySentence', 'Relation']	Relation
6443	them can save thems ' struggling economy	['NoRelation', 'Relation', 'NoRelation']	NoRelation
6457	hitler saved the german economy ( which is much more than most leaders can say )	['NoRelation', 'Relation', 'Relation']	Relation
6464	africa fighting malaria , jason urbach who is a primary field researcher for enterprise africa , jennifer zambone who is the dc director of africa fighting malaria , and roger bate who is a malaria researcher and wrote is ddt safe is saving millions of lives and will help these countries economies	['Relation', 'NoRelation', 'NoRelation']	NoRelation
6468	investment over saving money does not stimulate an economy	['Relation', 'NoRelation', 'NoRelation']	NoRelation
6474	something saved the economy of the ussr	['Relation', 'Relation', 'Relation']	Relation
6476	we would see an increase enough to save the economy	['NoRelation', 'NoRelation', 'Relation']	NoRelation
6477	last , china 's investment into china ss ' is beneficial the congressional research service in december 2012 stated given its relatively low savings rate , the economy depends heavily on foreign capital inflows	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
6484	this is by growing the economy , controlling spending , implementing money saving reforms , and replacing regulatory agencies with new approaches	['Relation', 'NoRelation', 'NoRelation']	NoRelation
6485	the europeans saved another economy	['Relation', 'NoRelation', 'Relation']	Relation
6487	legalized cigarettes have failed to save the economy	['Relation', 'Relation', 'Relation']	Relation
6491	this is by growing the economy , controlling spending , implementing money saving reforms , and replacing destructive policies with new approaches	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6520	performance was saving the economy	['Relation', 'Relation', 'Relation']	Relation
6526	people would not be able to afford to save if people wish to maintain peoples ' current standard of living when businesses make a lot of money better it is for the economy	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
6529	[ 7 ] the average mpg increase for the fuel economy is saving $ 58 million gallons each year	['Relation', 'NoRelation', 'NoisySentence']	NoAgreement
6540	( their could lend the money and ensur ethey make a tidy profit before them ever have to pay the money back , if ever considering there 's a risk them might not make money ) if them invested in them as a government then , the effects would be much sooner , and the poorer and middle class would save more , and the effects 'd be a boon to the economy	['NoisySentence', 'NoisySentence', 'NoRelation']	NoisySentence
6545	people will use more money to reinvest in the economy to save for retirement and build more wealth for people	['NoRelation', 'Relation', 'Relation']	Relation
6561	romney 's mitt romney wants to convince most voters , the economy of the last four years has been the worst in their lifetimes that the economy of the last four years is terrible and that romney 's mitt romney 's talent in business can help save the economy of the last four years	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
6565	absence of monopolistic practices absence of business fluctuations a socialist economy coordinates the action of various producing units , prevents discrimination between saving and investment	['Relation', 'Relation', 'Relation']	Relation
6573	very modest tax increases would not hurt the us 's economy due to the fact the overall savings	['Relation', 'Relation', 'NoRelation']	Relation
6580	this was to give but the higher classes often spend almost all of their income on consumption of goods and services , so taxing the higher classes excessively will drain money out of the economy their wealth , which can effect the fate and well being of everyone ) their wealth takes more from the super rich ( im not crazy just hear me out ) the rich may spend less money for taxation on expensive toys , but the higher classes often save and hoard much of the higher classess ' and that money instead of being put to use is instead stashed in a safe or a secret bank account or in some place where	['Relation', 'Relation', 'Relation']	Relation
6584	this was to help the economy recovered under roosevelt , saving his political career from further damage	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
6586	( you could ensue them make a tidy profit before them ever have to pay a tidy profit back , if ever considering there 's a risk them might not make money ) if we invested in them as a government then , the effects would be much sooner , and the poorer and middle class would save more , and it 'd be a boon to the economy	['Relation', 'Relation', 'NoisySentence']	Relation
6600	the time is a huge hindrance for depending on barack obama to save the economy	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
6610	the main savings were due to a reduction in economies of scale in the use of the campus site housing	['Relation', 'Relation', 'Relation']	Relation
6613	saving is better to the economy makes no sense	['NoRelation', 'NoisySentence', 'NoisySentence']	NoisySentence
6617	saving do n't help the real economy	['Relation', 'NoRelation', 'NoRelation']	NoRelation
6619	if you want to save lives from hunger and hydration helps small bussinesses and also help the economy then vote for walmart	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6629	obama saved the economy	['Relation', 'Relation', 'Relation']	Relation
6630	evidence for increased savings is needed to stop the downward spiral of the economy	['Relation', 'NoRelation', 'Relation']	Relation
6635	savings do n't help the economy	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
6636	this was to save america and the foreign countriess ' own economy from the communists , and to be the good guy in a diplomacy aspect , or to save the foreign countriess ' reputation	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6637	every card talks about how solar power will effect jobs if expanded where does how solar power say that just not on government lands will have a big enough increase in jobs to save the economy	['NoisySentence', 'NoRelation', 'Relation']	NoAgreement
6643	obama has saved the us economy	['Relation', 'Relation', 'NoRelation']	Relation
6661	abusive language is too ubiquitous to be criminalized , just as roaming about topless in certain african/south american tribes can not be dubbed illicit indecent exposure and making marijuana illegal has only further popularized pot smoking ; the world over	['Relation', 'Relation', 'Relation']	Relation
6662	just because people choose to do illegal rec drugs , and those peoples ' choice those becomes the burden upon those and that is why recreational drugs need to stay criminalized	['NoRelation', 'NoisySentence', 'NoisySentence']	NoisySentence
6668	the illegal recreational drugs are a crime for a reason	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6688	organized crime is funded by illegal , unregulated drug use	['Relation', 'Relation', 'NoisySentence']	Relation
6691	their illegal money making activities include robbery , drug and gun trafficking , fraud , extortion , and prostitution rings	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6699	then round up all known illegal criminals , drug dealers , sex offenders , murders , assaults , and gang bangers and kick sex offenders out of the country permanently	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6704	is high , because of illegal drug runners and murderers i 'm sympathetic for the innocent citizens the crime	['Relation', 'Relation', 'NoisySentence']	Relation
6706	violent gangs bring in the profit from illegal drugs	['NoRelation', 'Relation', 'Relation']	Relation
6711	a safe and controlled environment for all citizens ) crime is involved with illegal drugs	['NoRelation', 'NoRelation', 'Relation']	NoRelation
6712	we are avoiding the jump in crime due to the illegal drug trade	['Relation', 'Relation', 'Relation']	Relation
6713	the targeting of children and destruction of poor neighborhoods by the illegal drug market , the cost in billions of dollars to taxpayers , and the lives ruined from prison terms for non violent crimes more than overwhelms the slight possibility of higher drug usage in america	['Relation', 'NoisySentence', 'NoRelation']	NoAgreement
6717	conclusion : abortion is favored conclusion is elaborated on : safe access to professional abortion reduces the criminal behavior involved in illegal abortion , including but not limited to , unregulated procedures : equipment used , location , and the number of criminal activities required to get access to drugs , etc	['Relation', 'Relation', 'Relation']	Relation
6720	effectively , would the number of crimes and unnecessary deaths that come with the size of this market for illegal drugs	['NoisySentence', 'NoisySentence', 'NoRelation']	NoisySentence
6722	conclusionmy opponent drops self ownership , dependecy , criminal networks and buying drugs illegally	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6728	sub point 2 : organized crime is dangerous to everyone , and the illegality of drugs is their main source of power	['Relation', 'NoRelation', 'Relation']	Relation
6730	less crimes were related to the illegal drug trade	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
6752	in conclusion , a slight drug crime correlation is no reason to make them illegal ''	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6755	7 ) victimless crimes prove the law of society people have given people permission to take illegal drugs , walk around naked , and speed in traffic situations the one 's committing	['Relation', 'NoRelation', 'Relation']	Relation
6756	illegal drugs are illegal because the people committing violent crimes are harmful	['Relation', 'Relation', 'NoRelation']	Relation
6763	illegal drug is dealing criminals	['Relation', 'Relation', 'NoisySentence']	Relation
6770	all violence stemming from the illegality of marijuana ( gang wars ) would cease	['Relation', 'NoRelation', 'NoRelation']	NoRelation
6775	keeping down poverty keeping down crime keeping down drug sells/use the illegal drug trade is feeding most of the violence that is happening on the streets of other cities that face the same problem and on the streets of other cities that face the same problem	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
6784	example was my new york city ( 74 % of drug related crime in nyc is due to the illegal drug trade , while 14 % is due to the physiological effects of drugs ) my chart	['Relation', 'NoRelation', 'Relation']	Relation
6786	rates due to not readily having access to things things such as alcohol or illegal drugs lower crimes	['NoRelation', 'Relation', 'Relation']	Relation
6787	the 5 million criminal offenders are among the nation 's heaviest and most problem generating illegal drug users	['NoRelation', 'Relation', 'NoRelation']	NoRelation
6808	another illegal drugs will fund the criminal empire	['Relation', 'Relation', 'Relation']	Relation
6809	yes criminal activity related to drugs would decrease , because the act of selling drugs would no longer be illegal , but other illegal acts that would increase ! ! !	['Relation', 'Relation', 'Relation']	Relation
6817	drugs should be illegal , giving drug lords the ability to make profit by tax evasion and criminal acts of robbery and murder	['NoisySentence', 'Relation', 'NoRelation']	NoAgreement
6825	let us take the moral high ground will claim that death penalty may bring victims ' families solace and closure	['Relation', 'Relation', 'NoisySentence']	Relation
6829	the socially and religiously sanctioned abuse and murder of family members women are seen as bringing disgrace upon your family due to perceived	['NoRelation', 'Relation', 'Relation']	Relation
6841	the chances of innocent people are extremely low , ensuring that the death penalty will only harm the foul and will help the families	['Relation', 'NoRelation', 'NoRelation']	NoRelation
6844	honor killings honor killings are the socially and religiously sanctioned abuse and murder of family members women	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6856	the death penalty also has a violently negative effect on other innocent victims ; the families of death row inmates	['NoRelation', 'Relation', 'Relation']	Relation
6858	lets execute you and you family	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6872	ambivalence in families and friends of the victim s reactions to the death penalty	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6878	the death penalty is supposed to be used like the saying an eye for an death penalty gives closure to the victim 's families	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6883	the death penalty is a mischievous case of revenge for the victim 's family	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6884	the death penalty is only harms innocent people and the victim 's family	['Relation', 'NoisySentence', 'Relation']	Relation
6886	because millions currently spent on the death penalty could be used to assist the families of murder victims	['NoRelation', 'NoRelation', 'Relation']	NoRelation
6888	the results of a 2012 study indicate higher levels of physical , psychological , and behavioral health in victims ' family members , as opposed to the death penalty , as well as greater satisfaction with the criminal justice system in these individuals ''	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6890	it would not only stop people , it would make families of the victim realise that it is wrong % of the expert criminologists believe that abolition of the death penalty would not have any significant effect on murder rates	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
6922	damaging to the person who 's being executed 's family	['NoRelation', 'Relation', 'NoisySentence']	NoAgreement
6924	death penalty will not heal many family members	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
6929	god 's sanctions the killing of achan 's entire family for the sins of the father	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7000	executions hurt murder victims ' families for human rights left behind [ 3 ]	['Relation', 'NoRelation', 'Relation']	Relation
7011	this was because what this shows that , if the point of the death penalty is retribution for families of victims of murder , the death penalty is counter productive when people innocent of a crime are executed	['NoisySentence', 'NoRelation', 'NoRelation']	NoRelation
7023	remember that the paper concludes that under an oligopsony , a minimum wage will decrease employment in some places and increase a minimum wage	['Relation', 'Relation', 'Relation']	Relation
7026	minimum wage increases in the range do not reduce employment	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7027	there is a plethora of data by economic research organizations that show increases to the federal minimum wage have mostly expanded the economy and gdp , while either not negatively impacting the employment numbers or driving the employment numbers up because of increased sales and business growth	['NoisySentence', 'NoRelation', 'Relation']	NoAgreement
7028	increases in states minimum wages did decrease employment	['Relation', 'Relation', 'Relation']	Relation
7030	a rise in the minimum wage that caused this eliminates monopsonist power and reduces the degree to which exploitation occurs , up to the point where the marginal cost of labour ( mcl ) = marginal revenue product ( mcp ) , so profits still occur for the former monopsonist , merely that workers ca n't exploit workers by paying workers below what would be payed in a competitive fact , in the case of a monopsony the minimum wage increases employment	['Relation', 'Relation', 'Relation']	Relation
7031	a 10 % increase in a minimum wage reduced teenage employment	['Relation', 'Relation', 'Relation']	Relation
7040	each 10 percent increase in a state s minimum wage decreased employment	['Relation', 'Relation', 'Relation']	Relation
7041	each 10 % increase in a minimum wage was accompanied by a decrease in employment of % for white males	['Relation', 'Relation', 'Relation']	Relation
7044	each 10 % increase in a minimum wage was accompanied by a decrease in employment of % for black males	['Relation', 'Relation', 'Relation']	Relation
7048	a 2012 analysis of the new york state minimum wage increase from $ to $ per hour found a to percent reduction in the employment ''	['NoisySentence', 'NoisySentence', 'Relation']	NoisySentence
7053	a higher minimum wage is making a higher minimum wage illegal for employers to hire you for less if you are okay with a higher minimum wage	['Relation', 'NoRelation', 'NoisySentence']	NoAgreement
7058	increases in state and federal minimum wages between 1997 and 2007 have decreased low skilled employment ( defined here as the employment to population ratio for 16 to 19 year olds )	['Relation', 'Relation', 'Relation']	Relation
7060	that employers will have a definite idea of what a particular employee is worth to employers , much of which will be based on educated speculations about the uncertain future , and that if the minimum wage is higher than this , the worker will not get a job	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
7064	this is what [ reveal ] that minimum wage increases tend to reduce employment	['Relation', 'Relation', 'NoisySentence']	Relation
7066	you see as i cleared up in i , either employment or inflation would happen in the case of minimum wage increase	['Relation', 'Relation', 'Relation']	Relation
7069	contention 1 : wage increase = / = more jobswages will not increase jobs for instance our minimum wage will increase and the employers will have to either raise prices in order to shelter the burden of the increased wages	['Relation', 'Relation', 'Relation']	Relation
7079	would be a heavier burden on employers especially small business owners a higher minimum wage	['NoisySentence', 'Relation', 'NoisySentence']	NoisySentence
7081	, sabia finds that each 10 percent increase in a state 's minimum wage decreased employment	['Relation', 'Relation', 'Relation']	Relation
7084	the minimum wage actually worked to increase employment	['Relation', 'Relation', 'Relation']	Relation
7088	higher minimum wages had no negative effects on employment	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7094	an increase ( remember , this is only an increase from existing minimum wage , this does not take into account the effects of having a minimum wage in the first place ) in the minimum wage to $ per hour would decrease employment by approximately 500,000 workers	['Relation', 'Relation', 'Relation']	Relation
7096	a 10 % increase in the federal minimum wage reduced teenage employment	['Relation', 'Relation', 'Relation']	Relation
7098	a 10 % increase in the minimum wage reduced teenage employment	['Relation', 'Relation', 'Relation']	Relation
7101	how big is the increase in unemployment for poor families among leading economist , only 34 % think that the increase in unemployment for poor families among leading economist would be noticeable harder for low skilled workers to find employment if the federal minimum wage were increased ( 32 % disagree , 24 % uncertain )	['NoisySentence', 'NoisySentence', 'Relation']	NoisySentence
7107	the minimum wage simply sets a higher bar to getting one s foot in the door ; once there , workers use workerss ' prior experience and workerss ' skills to gain more profitable employment can provide to gain a better profit and how investors see whether buying this or that stock or machinery leads to better gains	['NoRelation', 'NoisySentence', 'NoisySentence']	NoisySentence
7114	when looking at all living wage laws without discriminating by type , neumark and adams find that a 100 % increase in a living wage ( say going from a minimum wage of $ 10 per hour to a living wage of $ 20 per hour ) reduces employment among low wage workers by 12 % and the impact is statistically significant	['Relation', 'Relation', 'Relation']	Relation
7117	there is a plethora of data by universities that show increases to the federal minimum wage have mostly expanded the economy and gdp , while either not negatively impacting the employment numbers or driving the employment numbers up because of increased sales and business growth	['NoRelation', 'Relation', 'Relation']	Relation
7151	pope francis has even made it possible for homosexuals to be in civil unions as the first step to legalizing gay marriage as the church grows more modern	['Relation', 'NoRelation', 'Relation']	Relation
7156	legalization of civil unions are better for the economy and more popular than gay marriage	['Relation', 'Relation', 'NoRelation']	Relation
7171	a civil union is just a way to side step gay marriage controversy	['Relation', 'NoRelation', 'Relation']	Relation
7178	see debate : civil unions gay marriage for more arguments along these lines	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7194	civil unions are a positive step toward gay marriage	['Relation', 'Relation', 'Relation']	Relation
7215	gay marriage or civil unions	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7224	civil unions give gays the same rights as gay marriages	['Relation', 'NoRelation', 'NoRelation']	NoRelation
7251	my am for civil unions and gay marriage	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7281	dealing with the torture you say iraq do and how deadly it is follow this link you will see that iraqs ' supposed torture not only saves american lives and the lives of all of iraqs ' allies it is far less dangerous and inhumane then the treatment that is being seen from terrorist upon civilians ex	['Relation', 'Relation', 'Relation']	Relation
7285	yes , because it meant saving many more lives and causing the suffering of many less ( hence , utilitarianism )	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7319	what shows compassion , torturing a prisoner and saving thousands of innocent lives or letting a prisoner live the good life in a prisoner 's cell then going home one evening to see thousands of people dead when you turn on the tv	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
7321	my am only suggesting this to you , but would this not be more better for you individually to put you faith , life into the hands of a being which by defintion can save you from eternal death , suffering and pain	['NoisySentence', 'Relation', 'NoRelation']	NoAgreement
7340	the notion torture would be acceptable in the ticking time bomb scenario as a means to save thousands if not millions of lives	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7342	how do we know that torturing the person undergoing the procedure is going to save many lives	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
7349	more people suffering from such diseases will be cured , thus saving more lives	['Relation', 'NoisySentence', 'NoRelation']	NoAgreement
7363	force feeding is often the only way to save a sufferers life as left to theirs ' own devises as a sufferers life were , sufferers would continue to restrict theirs ' eating until the starvation became too much for the body to take	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
7366	this was torture regardless of all evidence turns out to save lives	['Relation', 'Relation', 'Relation']	Relation
7375	as said before , acts of torture are justified when it saves the lives of others , a life is threatened or in danger , when self defense is necessary to protect your own life , or when the action of someone is causing a threat to someone else	['NoRelation', 'Relation', 'Relation']	Relation
7378	torture has the potential to reveal the location so as to save lives	['Relation', 'Relation', 'Relation']	Relation
7379	not torturing a child would be immoral because this scenario would effectively be discarding the opportunity to save many more lives and prevent much pain when this scenario was in ones capability to do so	['Relation', 'NoRelation', 'NoisySentence']	NoAgreement
7386	the kind of torture my advocate has an end of saving lives	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
7388	we have used torture rationally to save many lives	['Relation', 'Relation', 'NoisySentence']	Relation
7393	a physician ends a life saving medical treatment may not out of intention of reliving pain and suffering	['Relation', 'Relation', 'NoRelation']	Relation
